icp_number,meter_serial_number,channel_number,started_at,ended_at,value,unit_code,status
0000168329CK1A8,251140160,1,06/07/2024 21:30,06/07/2024 21:59,0.239,kWh,validated
0000168329CK1A8,251140160,1,06/07/2024 22:00,06/07/2024 22:29,0.273,kWh,validated
0000168329CK1A8,251140160,1,06/07/2024 22:30,06/07/2024 22:59,0.259,kWh,validated
0000168329CK1A8,251140160,1,06/07/2024 23:00,06/07/2024 23:29,0.288,kWh,validated
0000168329CK1A8,251140160,1,06/07/2024 23:30,06/07/2024 23:59,0.777,kWh,validated
0000168329CK1A8,251140160,1,07/07/2024 00:00,07/07/2024 00:29,0.265,kWh,validated
0000168329CK1A8,251140160,1,07/07/2024 00:30,07/07/2024 00:59,0.231,kWh,validated
0000168329CK1A8,251140160,1,07/07/2024 01:00,07/07/2024 01:29,0.259,kWh,validated
0000168329CK1A8,251140160,1,07/07/2024 01:30,07/07/2024 01:59,0.274,kWh,validated
0000168329CK1A8,251140160,1,07/07/2024 02:00,07/07/2024 02:29,0.239,kWh,validated
0000168329CK1A8,251140160,1,07/07/2024 02:30,07/07/2024 02:59,0.255,kWh,validated
0000168329CK1A8,251140160,1,07/07/2024 03:00,07/07/2024 03:29,0.251,kWh,validated
0000168329CK1A8,251140160,1,07/07/2024 03:30,07/07/2024 03:59,0.268,kWh,validated
0000168329CK1A8,251140160,1,07/07/2024 04:00,07/07/2024 04:29,0.240,kWh,validated
0000168329CK1A8,251140160,1,07/07/2024 04:30,07/07/2024 04:59,0.256,kWh,validated
0000168329CK1A8,251140160,1,07/07/2024 05:00,07/07/2024 05:29,0.254,kWh,validated
0000168329CK1A8,251140160,1,07/07/2024 05:30,07/07/2024 05:59,0.246,kWh,validated
0000168329CK1A8,251140160,1,07/07/2024 06:00,07/07/2024 06:29,0.792,kWh,validated
0000168329CK1A8,251140160,1,07/07/2024 06:30,07/07/2024 06:59,0.269,kWh,validated
0000168329CK1A8,251140160,1,07/07/2024 07:00,07/07/2024 07:29,0.253,kWh,validated
0000168329CK1A8,251140160,1,07/07/2024 07:30,07/07/2024 07:59,0.238,kWh,validated
0000168329CK1A8,251140160,1,07/07/2024 08:00,07/07/2024 08:29,0.237,kWh,validated
0000168329CK1A8,251140160,1,07/07/2024 08:30,07/07/2024 08:59,0.267,kWh,validated
0000168329CK1A8,251140160,1,07/07/2024 09:00,07/07/2024 09:29,0.367,kWh,validated
0000168329CK1A8,251140160,1,07/07/2024 09:30,07/07/2024 09:59,0.339,kWh,validated
0000168329CK1A8,251140160,1,07/07/2024 10:00,07/07/2024 10:29,0.580,kWh,validated
0000168329CK1A8,251140160,1,07/07/2024 10:30,07/07/2024 10:59,0.505,kWh,validated
0000168329CK1A8,251140160,1,07/07/2024 11:00,07/07/2024 11:29,0.457,kWh,validated
0000168329CK1A8,251140160,1,07/07/2024 11:30,07/07/2024 11:59,0.300,kWh,validated
0000168329CK1A8,251140160,1,07/07/2024 12:00,07/07/2024 12:29,0.305,kWh,validated
0000168329CK1A8,251140160,1,07/07/2024 12:30,07/07/2024 12:59,1.198,kWh,validated
0000168329CK1A8,251140160,1,07/07/2024 13:00,07/07/2024 13:29,1.282,kWh,validated
0000168329CK1A8,251140160,1,07/07/2024 13:30,07/07/2024 13:59,2.067,kWh,validated
0000168329CK1A8,251140160,1,07/07/2024 14:00,07/07/2024 14:29,1.523,kWh,validated
0000168329CK1A8,251140160,1,07/07/2024 14:30,07/07/2024 14:59,0.164,kWh,validated
0000168329CK1A8,251140160,1,07/07/2024 15:00,07/07/2024 15:29,0.020,kWh,validated
0000168329CK1A8,251140160,1,07/07/2024 15:30,07/07/2024 15:59,0.063,kWh,validated
0000168329CK1A8,251140160,1,07/07/2024 16:00,07/07/2024 16:29,0.245,kWh,validated
0000168329CK1A8,251140160,1,07/07/2024 16:30,07/07/2024 16:59,0.354,kWh,validated
0000168329CK1A8,251140160,1,07/07/2024 17:00,07/07/2024 17:29,1.217,kWh,validated
0000168329CK1A8,251140160,1,07/07/2024 17:30,07/07/2024 17:59,0.619,kWh,validated
0000168329CK1A8,251140160,1,07/07/2024 18:00,07/07/2024 18:29,0.141,kWh,validated
0000168329CK1A8,251140160,1,07/07/2024 18:30,07/07/2024 18:59,0.087,kWh,validated
0000168329CK1A8,251140160,1,07/07/2024 19:00,07/07/2024 19:29,0.067,kWh,validated
0000168329CK1A8,251140160,1,07/07/2024 19:30,07/07/2024 19:59,0.479,kWh,validated
0000168329CK1A8,251140160,1,07/07/2024 20:00,07/07/2024 20:29,0.277,kWh,validated
0000168329CK1A8,251140160,1,07/07/2024 20:30,07/07/2024 20:59,0.085,kWh,validated
0000168329CK1A8,251140160,1,07/07/2024 21:00,07/07/2024 21:29,0.083,kWh,validated
0000168329CK1A8,251140160,1,07/07/2024 21:30,07/07/2024 21:59,0.858,kWh,validated
0000168329CK1A8,251140160,1,07/07/2024 22:00,07/07/2024 22:29,0.274,kWh,validated
0000168329CK1A8,251140160,1,07/07/2024 22:30,07/07/2024 22:59,0.486,kWh,validated
0000168329CK1A8,251140160,1,07/07/2024 23:00,07/07/2024 23:29,0.129,kWh,validated
0000168329CK1A8,251140160,1,07/07/2024 23:30,07/07/2024 23:59,0.347,kWh,validated
